model,seed,tracer_count,mass_ratio,speed_factor,inclination_deg,initial_offset_kpc,retrograde,duration_myr,frame,time_myr,separation_kpc,primary_rms_kpc,secondary_rms_kpc,primary_outer_fraction,secondary_outer_fraction,centers_energy_normalized_error,centers_angular_normalized_error
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,60,240,14.329328976971087,7.950541817994576,6.905077467961973,0,0,2.519252399314385e-7,7.065612575423196e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,61,244,13.21811786654309,7.974399152156216,6.927411171683034,0,0,2.9746149311694574e-7,8.312485382850819e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,62,248,12.085108898125082,7.998802570216261,6.950421881802848,0,0,3.459640414518652e-7,9.559358190278442e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,63,252,10.932109630417393,8.020313533751,6.971344945752493,0,0,3.8822725357461865e-7,1.2468728074276228e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,64,256,9.76380214340432,8.034049932290975,6.985154613453114,0,0,4.011045716181561e-7,1.1637479535991146e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,65,260,8.590445830701233,8.034151235985117,6.9845180651470065,0,0,3.331255471407061e-7,1.0390606728563524e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,66,264,7.433220338451394,8.014902910217035,6.960888765977637,0,0,8.505159460477189e-8,1.1637479535991146e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,67,268,6.334634656175688,7.971928218719313,6.906920556521316,0,0,-4.879301967982945e-7,1.1637479535991146e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,68,272,5.376745088055986,7.903413097743958,6.819584855142685,0,0,-0.0000014618537784218626,1.1221855266848606e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,69,276,4.700698847675883,7.811085890665905,6.702708990649952,0,0,-0.000002542312369239476,1.2053103805133688e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,70,280,4.480733129480319,7.700571492332842,6.567751707944154,0,0,-0.0000029793123932689876,1.2468728074276228e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,71,284,4.79392986955936,7.5812699860648785,6.4317947057207405,0,0,-0.000002370372943485094,1.2884352343418768e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,72,288,5.533969667979999,7.465385104600431,6.31338849102303,0,0,-0.0000012618408852139524,1.329997661256131e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,73,292,6.525875259734843,7.366397288719505,6.229121817833646,0,0,-3.5413734090307075e-7,1.329997661256131e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,74,296,7.639680048254319,7.297347767327698,6.191419400463274,0,0,1.494667516839717e-7,1.2884352343418768e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,75,300,8.802155603582852,7.268514171800319,6.206823290919296,0,0,3.5509444218935877e-7,1.1637479535991146e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,76,304,9.975749083202102,7.284921852233523,6.276060023381733,0,0.00125,4.027434005407001e-7,1.2053103805133688e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,77,308,11.141836143898926,7.345890600499037,6.39568888989386,0,0.0025,3.8181874161055416e-7,9.974982459420982e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,78,312,12.291459381706861,7.446758394332764,6.559915049404794,0,0.00625,3.372656614009192e-7,7.896861113708278e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,79,316,13.420605540212728,7.5809783265563455,6.761991359973692,0,0.0075,2.888711468678298e-7,8.312485382850819e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,80,320,14.527813384798963,7.741717454457031,6.9951609824786445,0,0.00875,2.4429513917094706e-7,6.234364037138114e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,81,324,15.612942754204598,7.922722761899474,7.253244000974502,0,0.01125,2.0583898680700103e-7,9.559358190278442e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,82,328,16.676527894095702,8.118690755800145,7.530940962123547,0,0.0125,1.7361450014434156e-7,1.4962473689131474e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,83,332,17.71943146742857,8.325374373275281,7.823917953289045,0,0.015,1.4694677255630963e-7,1.2468728074276228e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,84,336,18.742657204755336,8.539488013075841,8.128759684176638,0,0.02,1.2496551735923245e-7,9.974982459420982e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,85,340,19.747248222287688,8.758546030469144,8.442863966332014,0,0.025,1.0683640953485475e-7,1.0390606728563524e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,86,344,20.734232512384228,8.98070592240229,8.764318935524846,0,0.04375,9.183757513056677e-8,1.0806230997706064e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,87,348,21.70459478724809,9.204599551486249,9.091781487350715,0.00125,0.065,7.937240806238599e-8,8.312485382850819e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,88,352,22.65926316475816,9.429183785028513,9.424365091975448,0.01125,0.0775,6.895855159762197e-8,1.0806230997706064e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,89,356,23.59910421200521,9.653654502687298,9.761541372134431,0.01875,0.1,6.020992335534622e-8,1.2468728074276228e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,90,360,24.52492263946829,9.877401358266408,10.10305789144437,0.02875,0.1125,5.281861114362071e-8,7.896861113708278e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,91,364,25.437463504677755,10.099965637910751,10.448872182838514,0.0425,0.12625,4.6539013618150475e-8,8.312485382850819e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,92,368,26.337415682535504,10.320989343621012,10.799099130167438,0.05375,0.14625,4.1174760748173925e-8,6.234364037138114e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,93,372,27.22541588222186,10.540164394862929,11.153967786534379,0.06625,0.16625,3.656826016510096e-8,2.0781213457127047e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,94,376,28.10205279817982,10.757198878446902,11.513786507691535,0.0775,0.19,3.259246999972822e-8,-4.156242691425409e-17
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,95,380,28.967871164935115,10.97181038330035,11.87891890423751,0.09125,0.2075,2.914447464783477e-8,1.6624970765701637e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,96,384,29.823375593830104,11.183744164304391,12.249771634558755,0.0975,0.21875,2.6140465260432195e-8,1.2468728074276227e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,97,388,30.66903413394376,11.392803832288603,12.626787738869758,0.1025,0.2325,2.3511841394759885e-8,-3.3249941531403274e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,98,392,31.505281537114058,11.598878861097155,13.010426347644671,0.10875,0.24625,2.1202154666761744e-8,-5.403115498853032e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,99,396,32.332522228566354,11.801960034470355,13.401092433429946,0.11625,0.25875,1.9164719290640294e-8,-7.896861113708278e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,100,400,33.1511329965139,12.002142889215369,13.79898784562956,0.1275,0.27375,1.7360729390686488e-8,-7.481236844565737e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,101,404,33.96146542008835,12.199618959557279,14.20393402269938,0.1325,0.2875,1.575777285021324e-8,-8.312485382850819e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,102,408,34.76384805744072,12.394653509262914,14.615322625972135,0.13875,0.31,1.4328648604823139e-8,-7.896861113708278e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,103,412,35.55858841627793,12.587553798128335,15.03229114455998,0.1525,0.33625,1.3050429405357325e-8,-9.974982459420982e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,104,416,36.345974728359856,12.77863046024201,15.453932478445928,0.15875,0.34375,1.1903703028493225e-8,-1.0806230997706064e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,105,420,37.126277548124605,12.968159365532511,15.879313742557258,0.16875,0.35375,1.0871965983298407e-8,-1.7040595034844178e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,106,424,37.89975119396807,13.156370012024164,16.307455164568342,0.175,0.36375,9.941129952890178e-9,-1.9118716380556884e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,107,428,38.66663504897533,13.343473744113691,16.73740402804959,0.17875,0.37625,9.099120614597863e-9,-1.9949964918841964e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,108,432,39.42715473620333,13.529711286558701,17.168328615268944,0.18,0.3875,8.335556577048173e-9,-2.0781213457127048e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,109,436,40.18152318200828,13.715390012574066,17.599622692831936,0.1825,0.395,7.641475935035453e-9,-1.870309211141434e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,110,440,40.92994157942916,13.900887819716814,18.03100654954586,0.18375,0.3975,7.009115918222104e-9,-2.1612461995412128e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,111,444,41.67260026229327,14.086600686126575,18.462491648192238,0.1875,0.4075,6.431730634066896e-9,-2.285933480283975e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,112,448,42.40967949950064,14.272824289530767,18.894234814608723,0.18875,0.41625,5.903441071802566e-9,-2.4106207610267375e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,113,452,43.14135021786647,14.45964544755243,19.326419089273585,0.195,0.4225,5.4191082010390755e-9,-2.659995322512262e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,114,456,43.86777466094373,14.646991787938733,19.759152690608094,0.2,0.44125,4.974225355569759e-9,-2.5353080417694995e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,115,460,44.58910699040269,14.834792781413563,20.192353808364295,0.205,0.445,4.564828354802332e-9,-2.701557749426516e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,116,464,45.30549383579777,15.023036277206371,20.625682837933304,0.20875,0.45,4.187424791348331e-9,-2.74312017634077e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,117,468,46.01707479789465,15.211662665589062,21.058596034564783,0.20625,0.46,3.838926056635184e-9,-3.4496814338830895e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,118,472,46.723982910151776,15.400418072029879,21.49052092372828,0.2075,0.465,3.5165951994317416e-9,-3.3249941531403275e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,119,476,47.426345062440674,15.58882068034673,21.92101474144208,0.20875,0.46875,3.218002998441725e-9,-3.4081190069688355e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,120,480,48.12428239064089,15.776260560614885,22.349751435148104,0.215,0.47,2.940985463430704e-9,-2.8262450301692783e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,121,484,48.81791063535008,15.96219068352556,22.776376677356236,0.22,0.4725,2.6836118122657594e-9,-1.9118716380556884e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,122,488,49.50734047260151,16.146324052506813,23.200415861952028,0.2225,0.47375,2.4441557812000833e-9,-2.0365589187984504e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,123,492,50.19267781917356,16.328645755091458,23.621298519069796,0.22625,0.47375,2.2210712802804543e-9,-1.787184357312926e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,124,496,50.87402411480447,16.50926958455058,24.03839523500257,0.22875,0.47625,2.0129690011104093e-9,-2.2028086264554668e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,125,500,51.55147658338543,16.688303028026734,24.45106449939217,0.23,0.4775,1.8186006434589966e-9,-2.618432895598008e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,126,504,52.22512847499275,16.86580813331136,24.858781028541404,0.23,0.48,1.6368402252802072e-9,-3.0340571647405487e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,127,508,52.89506929043121,17.041854242303334,25.261276056297998,0.23,0.48375,1.4666719401778263e-9,-3.3665565800545815e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,128,512,53.56138498979382,17.21658471350524,25.6585594386005,0.23,0.48375,1.3071770625145887e-9,-3.574368714625852e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,129,516,54.22415818639415,17.390207836769484,26.050823527724514,0.23125,0.48375,1.1575229953216526e-9,-3.4496814338830895e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,130,520,54.8834683272958,17.562900235693352,26.438332912516103,0.22875,0.48375,1.0169548181417822e-9,-3.158744445483311e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,131,524,55.53939186154527,17.73471360497531,26.821386976265277,0.23125,0.485,8.847850492055949e-10,-3.3665565800545815e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,132,528,56.19200239710941,17.905576410188164,27.200317754934094,0.23125,0.48375,7.603900740976953e-10,-2.9509323109120407e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,133,532,56.841370847425004,18.075366119345958,27.57545490267745,0.23,0.48375,6.431987770105314e-10,-3.241869299311819e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,134,536,57.487565568383495,18.243933691560766,27.947083799555944,0.23,0.4825,5.32691885999853e-10,-3.740618422282868e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,135,540,58.130652486499,18.411084718800694,28.31544389181881,0.22875,0.48,4.2839542553928844e-10,-3.574368714625852e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,136,544,58.770695218939785,18.576594675625973,28.68073663981199,0.22875,0.48,3.298733357636867e-10,-3.65749356845436e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,137,548,59.40775518604305,18.740234896062972,29.043105480902902,0.22875,0.48,2.367266986801126e-10,-3.0756195916548027e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,138,552,60.041891716878006,18.9018105691886,29.402640847792142,0.23,0.48,1.4859034540067353e-10,-2.8262450301692783e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,139,556,60.673162148373,19.061232880418334,29.759449471108226,0.23,0.48,6.512636821932753e-11,-2.8262450301692783e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,140,560,61.30162191847836,19.218554576916574,30.113705816824677,0.23,0.48,-1.3972843754329505e-11,-2.74312017634077e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,141,564,61.92732465379658,19.37393429408405,30.46562654143454,0.22875,0.48125,-8.899258057403347e-11,-1.82874678422718e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,142,568,62.55032225207464,19.52758116465462,30.815425163533252,0.22875,0.48125,-1.6019545432346533e-10,-1.1221855266848606e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,143,572,63.170664959921424,19.67971435003491,31.16329827954008,0.22875,0.48125,-2.2782562519466026e-10,-4.987491229710491e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,144,576,63.78840144608295,19.830546157432625,31.509426438491154,0.225,0.48125,-2.921065991654564e-10,-5.818739767995573e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,12,0,800,145,580,64.40357887058093,19.980279279615175,31.853947708608157,0.22375,0.48125,-3.5324497790005516e-10,-1.2468728074276228e-15
