series,frame,time_s,value
current,166,24.769999999999943,628649670037554000
current,167,24.91999999999994,614297436606187800
current,168,25.06999999999994,599969683964709800
current,169,25.21999999999994,585675123775595800
current,170,25.369999999999937,571422367092335940
current,171,25.519999999999936,557219918973810750
current,172,25.669999999999934,543076173228765760
current,173,25.819999999999933,528999407292995500
current,174,25.96999999999993,514997777241740860
current,175,26.11999999999993,501079312939721500
current,176,26.26999999999993,487251913331045300
current,177,26.419999999999927,473523341871133500
current,178,26.569999999999926,459901222102675500
current,179,26.719999999999924,446393033377469570
current,180,26.869999999999923,433006106725909630
current,181,27.01999999999992,419747620875757950
current,182,27.16999999999992,406624598421687040
current,183,27.31999999999992,393643902146962050
current,184,27.469999999999917,380812231498520700
current,185,27.619999999999916,368136119216557100
current,186,27.769999999999914,355621928119598340
current,187,27.919999999999913,343275848045935700
current,188,28.06999999999991,331103893038261000
current,189,28.21999999999991,319111899652066000
current,190,28.36999999999991,307305524505746240
current,191,28.519999999999907,295690240907856000
current,192,28.669999999999906,284271337228969220
current,193,28.819999999999904,273053914048480030
current,194,28.969999999999903,262042882144186300
current,195,29.1199999999999,251242961318529600
current,196,29.2699999999999,240658678765373060
current,197,29.4199999999999,230294367885305920
current,198,29.569999999999897,220154167384178720
current,199,29.719999999999896,210242020578991420
current,200,29.869999999999894,200561675453229340
current,201,30.019999999999893,191116682931320670
current,202,30.16999999999989,181910396495971100
current,203,30.31999999999989,172945974908087970
current,204,30.46999999999989,164226382628335040
current,205,30.619999999999887,155754387514289820
current,206,30.769999999999886,147532564307137950
current,207,30.919999999999884,139563297465712370
current,208,31.069999999999883,131848779036396060
current,209,31.21999999999988,124391011900529970
current,210,31.36999999999988,117191814109263340
current,211,31.51999999999988,110252819684580080
current,212,31.669999999999877,103575484315051870
current,213,31.819999999999876,97161080950250130
current,214,31.969999999999875,91010699225822960
current,215,32.11999999999988,85125253555900900
reference,0,0,0
reference,1,0.02,6079333020.719463
reference,2,0.16999999999999998,1544843346009.3247
reference,3,0.31999999999999995,5754595041840.702
reference,4,0.47,12574210179979.611
reference,5,0.62,21942248087498.805
reference,6,0.77,33796999281174.4
reference,7,0.92,48076522008893.18
reference,8,1.07,64718673226529.99
reference,9,1.22,83661139362569.67
reference,10,1.3699999999999999,104841466652112.78
reference,11,1.5199999999999998,128197091123723.03
reference,12,1.6699999999999997,153665368467409.2
reference,13,1.8199999999999996,181183603374699.8
reference,14,1.9699999999999995,210689078597626.97
reference,15,2.1199999999999997,242119083869885.1
reference,16,2.2699999999999996,275410944448928.16
reference,17,2.4199999999999995,310502049185748.56
reference,18,2.5699999999999994,347329877899872.75
reference,19,2.7199999999999993,385832028935124.2
reference,20,2.869999999999999,425946246363867.56
reference,21,3.019999999999999,467610446285883.4
reference,22,3.169999999999999,510762742764427.94
reference,23,3.319999999999999,555341473867169.3
reference,24,3.469999999999999,601285226073083
reference,25,3.6199999999999988,648532858536731.9
reference,26,3.7699999999999987,697023528310854.6
reference,27,3.9199999999999986,746696715219698.1
reference,28,4.0699999999999985,797492245581878.8
reference,29,4.219999999999999,849350315020176.1
reference,30,4.369999999999999,902211511184884.9
reference,31,4.52,956016836862086.9
reference,32,4.67,1010707732131799.8
reference,33,4.82,1066226094895938.5
reference,34,4.970000000000001,1122514302747909.1
reference,35,5.120000000000001,1179515234331540
reference,36,5.270000000000001,1237172288981958.5
reference,37,5.420000000000002,1295429405431596.5
reference,38,5.570000000000002,1354231081269668
reference,39,5.720000000000002,1413522392492801
reference,40,5.870000000000003,1473249012552759.7
reference,41,6.020000000000003,1533357230351217.5
reference,42,6.1700000000000035,1593793967437745
reference,43,6.320000000000004,1654506794051120.5
reference,44,6.470000000000004,1715443945824155.7
reference,45,6.6200000000000045,1776554338997794.7
reference,46,6.770000000000005,1837787587197674.7
reference,47,6.920000000000005,1899094017863051
reference,48,7.070000000000006,1960424686209199.3
reference,49,7.220000000000006,2021731387733346.5
reference,50,7.370000000000006,2082966671882984.8
reference,51,7.520000000000007,2144083855258385.7
reference,52,7.670000000000007,2205037035809835.2
reference,53,7.820000000000007,2265781106528271
reference,54,7.970000000000008,2326271767311828
reference,55,8.120000000000008,2386465536177734
reference,56,8.270000000000008,2446319760612627.5
reference,57,8.420000000000009,2505792627601506
reference,58,8.57000000000001,2564843169965812.5
reference,59,8.72000000000001,2623431277232269
reference,60,8.87000000000001,2681517706237153
reference,61,9.02000000000001,2739064090397450
reference,62,9.17000000000001,2796032948668962
reference,63,9.320000000000011,2852387692950259
reference,64,9.470000000000011,2908092634816440.5
reference,65,9.620000000000012,2963112990750525.5
reference,66,9.770000000000012,3017414888938731
reference,67,9.920000000000012,3070965376028998.5
reference,68,10.070000000000013,3123732420396126
reference,69,10.220000000000013,3175684914455557.5
reference,70,10.370000000000013,3226792679349783
reference,71,10.520000000000014,3277026471053809.5
reference,72,10.670000000000014,3326357985573460.5
reference,73,10.820000000000014,3374759861845556.5
reference,74,10.970000000000015,3422205684124926
reference,75,11.120000000000015,3468669984046797
reference,76,11.270000000000016,3514128241570588
reference,77,11.420000000000016,3558556884683247.5
reference,78,11.570000000000016,3601933290598250.5
reference,79,11.720000000000017,3644235786607054
reference,80,11.870000000000017,3685443650481514.5
reference,81,12.020000000000017,3725537110429572
reference,82,12.170000000000018,3764497344075114.5
reference,83,12.320000000000018,3802306476621127
reference,84,12.470000000000018,3838947578529337
reference,85,12.620000000000019,3874404663253364.5
reference,86,12.77000000000002,3908662684542878.5
reference,87,12.92000000000002,3941707533137919
reference,88,13.07000000000002,3973526033052342.5
reference,89,13.22000000000002,4004105937304299
reference,90,13.37000000000002,4033435923289848
reference,91,13.520000000000021,4061505586168853
reference,92,13.670000000000021,4088305431702168.5
reference,93,13.820000000000022,4113826870231381.5
reference,94,13.970000000000022,4138062213692886.5
reference,95,14.120000000000022,4161004669925089
reference,96,14.270000000000023,4182648333323502.5
reference,97,14.420000000000023,4202988178964455
reference,98,14.570000000000023,4222020055443721
reference,99,14.720000000000024,4239740670665070
reference,100,14.870000000000024,4256147588012986.5
reference,101,15.020000000000024,4271239222416423
reference,102,15.170000000000025,4285014829448776.5
reference,103,15.320000000000025,4297474496393226
reference,104,15.470000000000026,4308619133191930
reference,105,15.620000000000026,4318450462511177.5
reference,106,15.770000000000026,4326971009470468.5
reference,107,15.920000000000027,4334184091209609
reference,108,16.070000000000025,4340093806363921.5
reference,109,16.220000000000024,4344705021918393
reference,110,16.370000000000022,4348023362231534.5
reference,111,16.52000000000002,4350055196122630.5
reference,112,16.67000000000002,4350807623628342.5
reference,113,16.820000000000018,4350288466460911.5
reference,114,16.970000000000017,4348506256484117.5
reference,115,17.120000000000015,4345470222842064.5
reference,116,17.270000000000014,4341190278476687.5
reference,117,17.420000000000012,4335677006485440
reference,118,17.57000000000001,4328941645637867.5
reference,119,17.72000000000001,4320996076920897
reference,120,17.870000000000008,4311852810602400
reference,121,18.020000000000007,4301524972469783
reference,122,18.170000000000005,4290026288889344
reference,123,18.320000000000004,4277371072218136
reference,124,18.470000000000002,4263574207211834
reference,125,18.62,4248651135144572.5
reference,126,18.77,4232617838852279
reference,127,18.919999999999998,4215490827963182
reference,128,19.069999999999997,4197287123606067
reference,129,19.219999999999995,4178024242873952.5
reference,130,19.369999999999994,4157720183598991.5
reference,131,19.519999999999992,4136393408467654
reference,132,19.66999999999999,4114062828864773
reference,133,19.81999999999999,4090747789070828
reference,134,19.969999999999988,4066468050698630
reference,135,20.119999999999987,4041243776104820
reference,136,20.269999999999985,4015095510515165
reference,137,20.419999999999984,3988044167117511.5
reference,138,20.569999999999983,3960111010631906.5
reference,139,20.71999999999998,3931317642113261
reference,140,20.86999999999998,3901685983533205
reference,141,21.01999999999998,3871238260094385.5
reference,142,21.169999999999977,3839996983445648
reference,143,21.319999999999975,3807984935954581
reference,144,21.469999999999974,3775225154403541
reference,145,21.619999999999973,3741740913474414.5
reference,146,21.76999999999997,3707555709517101
reference,147,21.91999999999997,3672693243921119
reference,148,22.06999999999997,3637177407281801
reference,149,22.219999999999967,3601032264251579.5
reference,150,22.369999999999965,3564282035633985.5
reference,151,22.519999999999964,3526951082198864.5
reference,152,22.669999999999963,3489063889998085
reference,153,22.81999999999996,3450645055402189
reference,154,22.96999999999996,3411719267676933
reference,155,23.11999999999996,3372311293572810.5
reference,156,23.269999999999957,3332445960689958.5
reference,157,23.419999999999956,3292148142182429
reference,158,23.569999999999954,3251442741061566.5
reference,159,23.719999999999953,3210354674677155.5
reference,160,23.86999999999995,3168908861448480.5
reference,161,24.01999999999995,3127130207128983.5
reference,162,24.16999999999995,3085043588367930
reference,163,24.319999999999947,3042673837098169.5
reference,164,24.469999999999946,3000045726595341.5
reference,165,24.619999999999944,2957183957000548.5
reference,166,24.769999999999943,2914113141727423.5
reference,167,24.91999999999994,2870857793389742
reference,168,25.06999999999994,2827442309426817
reference,169,25.21999999999994,2783890960648075.5
reference,170,25.369999999999937,2740227879408939
reference,171,25.519999999999936,2696477045472628
reference,172,25.669999999999934,2652662275954627
reference,173,25.819999999999933,2608807210181684.5
reference,174,25.96999999999993,2564935297747551.5
reference,175,26.11999999999993,2521069789889668.5
reference,176,26.26999999999993,2477233726059257.5
reference,177,26.419999999999927,2433449919611684
reference,178,26.569999999999926,2389740944323705
reference,179,26.719999999999924,2346129126417627
reference,180,26.869999999999923,2302636533015827.5
reference,181,27.01999999999992,2259284969510932.5
reference,182,27.16999999999992,2216095969880964.2
reference,183,27.31999999999992,2173090778365738.7
reference,184,27.469999999999917,2130290341655961.7
reference,185,27.619999999999916,2087715296899249.5
reference,186,27.769999999999914,2045385960745068.5
reference,187,27.919999999999913,2003322321989395.8
reference,188,28.06999999999991,1961544043421447.3
reference,189,28.21999999999991,1920070452037015
reference,190,28.36999999999991,1878920521981502
reference,191,28.519999999999907,1838112863211869.3
reference,192,28.669999999999906,1797665726339812
reference,193,28.819999999999904,1757596998820951.5
reference,194,28.969999999999903,1717924189165463
reference,195,29.1199999999999,1678664419891065.7
reference,196,29.2699999999999,1639834422238345.5
reference,197,29.4199999999999,1601450530337157
reference,198,29.569999999999897,1563528673834452.5
reference,199,29.719999999999896,1526084378776417
reference,200,29.869999999999894,1489132763427392.5
reference,201,30.019999999999893,1452688536222993.7
reference,202,30.16999999999989,1416765984372919.5
reference,203,30.31999999999989,1381378974177595.2
reference,204,30.46999999999989,1346540945474898
reference,205,30.619999999999887,1312264908133044.8
reference,206,30.769999999999886,1278563437385945.5
reference,207,30.919999999999884,1245448670381968.5
reference,208,31.069999999999883,1212932298761491.7
reference,209,31.21999999999988,1181025569396099.8
reference,210,31.36999999999988,1149739294548085.8
reference,211,31.51999999999988,1119083849654174.6
reference,212,31.669999999999877,1089069166477364.1
reference,213,31.819999999999876,1059704730026766.1
reference,214,31.969999999999875,1030999577507036
reference,215,32.11999999999988,1002962313132635.6
