frame,time_s,pressure_min_GPa,pressure_max_GPa,pressure_mean_GPa,internal_min_MJkg,internal_max_MJkg,internal_mean_MJkg,damage_mean,damage_max,kinetic_J,internal_J
30,4.369999999999999,1.528847372157752e-7,43.39937076171464,0.7157255760761831,7.12255579821184e-15,5.255775372209909,0.08650639761775412,0.00002764270391926145,0.006128808974846871,2.9346792425745707e+25,1.1896909981389177e+24
31,4.52,1.9779687696268217e-7,45.55329789860786,0.7652874966248752,1.1385397607705912e-14,5.469263072999567,0.09183932481607404,0.000029620356836466037,0.007285530255508161,2.927346003000782e+25,1.2630328047138026e+24
32,4.67,2.5385643376900486e-7,47.6992896636237,0.8165383482406865,1.794608770417005e-14,5.67934790084129,0.09731464526629614,0.000031832390413606984,0.008579339846643589,2.919816958205318e+25,1.3383328938510057e+24
33,4.82,3.233647265309118e-7,49.831678163409194,0.8694321756736741,2.7917193349923144e-14,5.885701168945749,0.10292904867583572,0.00003429193014827353,0.010017914799291108,2.9120966833454994e+25,1.4155457403015531e+24
34,4.970000000000001,4.090088620007395e-7,51.944954224594,0.9239399275231766,4.2893393632995226e-14,6.088005721867469,0.1086792313338926,0.000037012101538054905,0.011608932164488673,2.904189667213738e+25,1.4946259093333607e+24
35,5.120000000000001,5.139130536827753e-7,54.03360695223479,0.9800095913262504,6.513775244953263e-14,6.285956355263207,0.11456041281281097,0.000040006030080540356,0.01336006899327424,2.896102501010118e+25,1.5755076574649533e+24
36,5.270000000000001,6.416947254526058e-7,56.09227536410233,1.0375800536375137,9.783182032977835e-14,6.479263890214585,0.12056647702489665,0.00004328684127331912,0.015279002336685762,2.8878435976347107e+25,1.6581068723685228e+24
37,5.420000000000002,7.965260462246555e-7,58.11576658942472,1.0965778266727306,1.4540897944094792e-13,6.667653901798581,0.12669185634387223,0.00004686766061398043,0.017373409245761192,2.879420621005208e+25,1.7423469845064948e+24
38,5.570000000000002,9.832015242364285e-7,60.09911643506891,1.1569533927945501,2.1399556267824658e-13,6.850869273873486,0.13293182662305197,0.00005076161360011353,0.01965096677153849,2.870840043458688e+25,1.8281630244090845e+24
39,5.720000000000002,0.0000012072118864076695,62.0376509617618,1.218641044995798,3.119904485248377e-13,7.028678260486876,0.13928127484295078,0.00005498182572930765,0.022119351965055607,2.8621088948373734e+25,1.915484674580454e+24
40,5.870000000000003,0.0000014748244030615388,63.92711566730441,1.2815765849857457,4.5082177330425814e-13,7.2008716325552795,0.14573531505304474,0.00005954142249915202,0.024786241877350495,2.85323387980575e+25,2.004244740321526e+24
41,6.020000000000003,0.000001793170541641173,65.76347416564668,1.345698248702193,6.459289031921684e-13,7.3672531025408095,0.15228929763166038,0.0000644535294072359,0.027659313559461114,2.8442213948782863e+25,2.0943792770778968e+24
42,6.1700000000000035,0.000002170341109827534,67.54282744148342,1.4109441818390567,9.180291872362845e-13,7.5276419491262425,0.15893876669552115,0.0000697312719511485,0.030746244062425414,2.835077567674474e+25,2.1858270047087906e+24
43,6.320000000000004,0.0000026154894457620755,69.50329430012934,1.4772538387420335,1.2947430019719545e-12,7.681878010632183,0.16567940488192465,0.00007538777562847909,0.03405471043728135,2.8258083400168394e+25,2.2785285480964895e+24
44,6.470000000000004,0.0000031389430649580418,71.60843815983338,1.5445642983260686,1.8126672904385164e-12,7.829819807337992,0.17250678480610454,0.00008143616593681686,0.03759238973506687,2.8164197962566475e+25,2.3724230190298634e+24
45,6.6200000000000045,0.000003752324304027669,73.66191081299115,1.6128102457320905,2.5200078785056378e-12,7.971344197769985,0.1794162174564291,0.00008788956837375114,0.041366959006819956,2.8069183988156005e+25,2.4674459312387434e+24
46,6.770000000000005,0.000004468680376990738,75.65847612944556,1.6819245727454453,3.479904834048204e-12,8.106344530060609,0.1864007093499281,0.00009127225085843854,0.04334547646138369,2.7973137697187165e+25,2.5635011058974644e+24
47,6.920000000000005,0.000005302623449808152,77.59337099785364,1.751802951051562,4.774613580946205e-12,8.234714309641175,0.1934552932553119,0.00009127225085843854,0.04334547646138369,2.7876127615955975e+25,2.6605202304821675e+24
48,7.070000000000006,0.000006270481155192324,79.46247132667133,1.8224221342630573,6.510738163781864e-12,8.391057499561764,0.2005774566063142,0.00009127225085843854,0.04334547646138369,2.7778187575223085e+25,2.758468750583568e+24
49,7.220000000000006,0.000007390458041118766,81.26198418728036,1.8937073891902052,8.825752539718344e-12,8.542582841097737,0.20776315885354288,0.00009127225085843854,0.04334547646138369,2.7679373383262603e+25,2.857291097996635e+24
50,7.370000000000006,0.000008682808387443817,82.98861258156866,1.9655973419904988,1.1896092227706323e-11,8.687579748807913,0.21500495735816325,0.00009127225085843854,0.04334547646138369,2.7579787374841204e+25,2.9568849168185913e+24
51,7.520000000000007,0.000010170020724565995,84.63955405810144,2.0379664903822006,1.5947153433656685e-11,8.82594984176944,0.2222976645950477,0.00009127225085843854,0.04334547646138369,2.7479501407828555e+25,3.0571788649046137e+24
52,7.670000000000007,0.00001187701457222752,86.21206282680518,2.110808215848211,2.126560130768654e-11,8.957609378139765,0.229635776359535,0.00009127225085843854,0.04334547646138369,2.737859043002479e+25,3.158097244931528e+24
53,7.820000000000007,0.000013831349673921766,87.70382036837356,2.1839815139887464,2.8214462385194872e-11,9.08248727715493,0.23701330819054242,0.00009127225085843854,0.04334547646138369,2.7277137482972146e+25,3.2595577547843973e+24
54,7.970000000000008,0.000016063450907860724,89.11249298559581,2.257474836807257,3.725155402608928e-11,9.200529112922245,0.24442695407725284,0.00009127225085843854,0.04334547646138369,2.7175187622081567e+25,3.3615149280998624e+24
55,8.120000000000008,0.00001860684239232205,90.43648529531298,2.3311966711542116,4.895189271881211e-11,9.311704944374666,0.2518719228953503,0.00009127225085843854,0.04334547646138369,2.7072806784729886e+25,3.4639028742891453e+24
56,8.270000000000008,0.000021498395437747315,91.67451443881575,2.405099220981996,6.403482872860058e-11,9.416008478872698,0.25934535552724947,0.00009127225085843854,0.04334547646138369,2.697003404779591e+25,3.566682272948818e+24
57,8.420000000000009,0.00002477858460583256,92.82567674916685,2.4791353351961383,8.339683957251305e-11,9.51340222503754,0.2668475120801612,0.00009127225085843854,0.04334547646138369,2.6866866082200886e+25,3.669856701238696e+24
58,8.57000000000001,0.000028491770676195975,93.88766858584458,2.553304421280101,1.0815102811865744e-10,9.603899997939743,0.27437873654003964,0.00009127225085843854,0.04334547646138369,2.6763297984905712e+25,3.7734308898723697e+24
59,8.72000000000001,0.00003268649127059425,94.86201761513091,2.6275479372930466,1.3967451065827517e-10,9.687605117561203,0.2819277668418454,0.00009127225085843854,0.04334547646138369,2.665948489735443e+25,3.8772499557687506e+24
60,8.87000000000001,0.00003741576958964511,95.74917573986733,2.701668742298535,1.7966511176023013e-10,9.764631351232513,0.28949103677316784,0.00009127225085843854,0.04334547646138369,2.6555477142974235e+25,3.981264854106658e+24
61,9.02000000000001,0.000042737439249684715,96.55026510858275,2.775800560090813,2.3020893678324644e-10,9.835104683197345,0.2970702019292817,0.00009127225085843854,0.04334547646138369,2.645125010171664e+25,4.0854983536852636e+24
62,9.17000000000001,0.000048714480202565884,97.2664357485839,2.8497956376747693,2.9386061372908864e-10,9.89911783584176,0.3046644033491984,0.00009127225085843854,0.04334547646138369,2.634681665214963e+25,4.189938641526747e+24
63,9.320000000000011,0.0000554153672565671,97.89745005115157,2.923719871003613,3.7373836839613724e-10,9.956783672628628,0.3122768123481171,0.00009127225085843854,0.04334547646138369,2.624213187405869e+25,4.294629331574709e+24
64,9.470000000000011,0.00006291443983404671,98.4460383956388,2.997511398029806,4.736364049558642e-10,10.008265247327035,0.3199052589592918,0.00009127225085843854,0.04334547646138369,2.6137226685074096e+25,4.3995405810663275e+24
65,9.620000000000012,0.00007129229045001284,98.91401492812989,3.0711250435687534,5.981573174790665e-10,10.053731877260153,0.32754694622981784,0.00009127225085843854,0.04334547646138369,2.6032139494924088e+25,4.504633924526419e+24
66,9.770000000000012,0.00008063616734710153,99.30365678740884,3.1445164195869473,7.528677154956772e-10,10.09336643621225,0.33519867313347806,0.00009127225085843854,0.04334547646138369,2.5926914068354294e+25,4.60986533940657e+24
67,9.920000000000012,0.00009104039912309789,99.61742200231879,3.2176408661138303,9.444806659127347e-10,10.127359997097466,0.3428571580032536,0.00009127225085843854,0.04334547646138369,2.582159568740394e+25,4.7151896941348246e+24
68,10.070000000000013,0.00010260683568272496,99.85785012735772,3.290459143625278,1.1810689542067891e-9,10.155913822202553,0.3505191627553026,0.00009127225085843854,0.04334547646138369,2.5716228716777315e+25,4.820562456522737e+24
69,10.220000000000013,0.00011544530524433063,100.02780034196518,3.3629303036955385,1.4723137016121128e-9,10.17924266749582,0.358181576175867,0.00009127225085843854,0.04334547646138369,2.5610855932939455e+25,4.925940839179996e+24
70,10.370000000000013,0.00012967408841007094,100.13032043931533,3.4350187390976767,1.8297932074244046e-9,10.197571917349244,0.3658410338072639,0.00009127225085843854,0.04334547646138369,2.5505523684758933e+25,5.031278571944732e+24
71,10.520000000000014,0.00014542039658333407,100.16860232456723,3.5066800117935446,2.26731794212402e-9,10.211135815407824,0.37348672615509304,0.00009127225085843854,0.04334547646138369,2.5400380741106064e+25,5.136426995775119e+24
72,10.670000000000014,0.0001628208833915952,100.1459836643405,3.5777533970640305,2.8013178863395057e-9,10.220181349330936,0.3811145824820756,0.00009127225085843854,0.04334547646138369,2.5295483591400224e+25,5.241330127303124e+24
73,10.820000000000014,0.00018202215752721003,100.06612791457619,3.648348313245694,3.4512888622310557e-9,10.263566987167353,0.38872731976488906,0.00009127225085843854,0.04334547646138369,2.5190793564205473e+25,5.346025332119982e+24
74,10.970000000000015,0.0002031812977235203,99.9324286773889,3.7183840822183467,4.240306648611256e-9,10.359347029195517,0.3963204769039136,0.00009127225085843854,0.04334547646138369,2.5086372653595634e+25,5.450451258346474e+24
75,11.120000000000015,0.000226466417430225,99.74842380773578,3.787811389255474,5.195618049912328e-9,10.449020614152492,0.4038870082090372,0.00009127225085843854,0.04334547646138369,2.498231780752105e+25,5.554511009171129e+24
76,11.270000000000016,0.0002520572365511081,99.51752722533303,3.856541166288972,6.349318484204839e-9,10.532501043098414,0.4114190987781037,0.00009127225085843854,0.04334547646138369,2.4878736833332538e+25,5.658097109089215e+24
77,11.420000000000016,0.0002801456731608397,99.24300341360733,3.924523784768314,7.739126896057311e-9,10.609724491917113,0.4189086309261136,0.00009127225085843854,0.04334547646138369,2.477574113951151e+25,5.761097918533753e+24
78,11.570000000000016,0.0003109364450902436,98.92790265637154,3.991670476985454,9.40926974040457e-9,10.680647056830615,0.42635118603485833,0.00009127225085843854,0.04334547646138369,2.4673391129336094e+25,5.863452669856894e+24
79,11.720000000000017,0.0003446476872756376,98.58877111422824,4.057998439074266,1.1411487619590342e-8,10.745232259915895,0.43374617402433435,0.00009127225085843854,0.04334547646138369,2.457169488635045e+25,5.965153247903147e+24
80,11.870000000000017,0.00038151158097181434,98.72073746613083,4.123468735708206,1.3806180349458936e-8,10.803466557600775,0.4410894179295811,0.00009127225085843854,0.04334547646138369,2.4470710342278953e+25,6.066142208393832e+24
81,12.020000000000017,0.0004217750231035435,98.77427048091285,4.18801413373841,1.6663706768888452e-8,10.85535868071246,0.44837458947369707,0.00009127225085843854,0.04334547646138369,2.437052410962256e+25,6.166332520840195e+24
82,12.170000000000018,0.0004657003016061482,98.75134932306253,4.25157486047402,2.0065857324652925e-8,10.90093567457496,0.45559493715810834,0.00009127225085843854,0.04334547646138369,2.427122910212725e+25,6.265631334339915e+24
83,12.320000000000018,0.000513565812178148,98.6540597800565,4.314090625303147,2.410751581028596e-8,10.940253657364504,0.462743526462268,0.00009127225085843854,0.04334547646138369,2.4172920642256725e+25,6.363943280956044e+24
84,12.470000000000018,0.0005656667252336799,98.4850656349897,4.375501519730937,2.889853059709648e-8,10.973411652890647,0.4698095925883887,0.00009127225085843854,0.04334547646138369,2.4075746929788886e+25,6.461120316343025e+24
85,12.620000000000019,0.0006223156672067194,98.2473642957546,4.4356824569713424,3.456581640465048e-8,11.000533469567083,0.47678622579968183,0.00009127225085843854,0.04334547646138369,2.397980282568115e+25,6.557067413405926e+24
86,12.77000000000002,0.0006838433880935219,97.94416847820327,4.494660966698048,4.1255715146903036e-8,11.021749031342303,0.48367026827121556,0.00009127225085843854,0.04334547646138369,2.388513189059682e+25,6.651741143727904e+24
87,12.92000000000002,0.0007505994973474904,97.57828692481857,4.552354096365916,4.9136648386551525e-8,11.037198610432439,0.4904544381450422,0.00009127225085843854,0.04334547646138369,2.379183409852729e+25,6.745041362567205e+24
88,13.07000000000002,0.000822953221603345,97.1529429780813,4.608698311733497,5.840208621362334e-8,11.047034699732261,0.497131147523219,0.00009127225085843854,0.04334547646138369,2.370001379313099e+25,6.83686371632544e+24
89,13.22000000000002,0.0009012941547455224,96.6716910209186,4.66362961639014,6.927385185908301e-8,11.051448740804348,0.503693171416084,0.00009127225085843854,0.04334547646138369,2.3609770306540073e+25,6.927108842349634e+24
90,13.37000000000002,0.0009860329199856254,96.13821131459682,4.717091922442762,8.200580771685674e-8,11.05067367428262,0.510133612573117,0.00009127225085843854,0.04334547646138369,2.3521198346550994e+25,7.015681885264018e+24
91,13.520000000000021,0.0010776019623752703,95.55635809221917,4.769026262983589,9.688796697455813e-8,11.044949265015271,0.5164454963613574,0.00009127225085843854,0.04334547646138369,2.343439404779479e+25,7.102486925480222e+24
92,13.670000000000021,0.001176456323213952,95.01974945874498,4.819375716052686,1.1425104070715769e-7,11.034513472800349,0.5226217121977436,0.00009127225085843854,0.04334547646138369,2.334945513588073e+25,7.187426173737668e+24
93,13.820000000000022,0.0012830743222127191,94.56751793105762,4.868081185639883,1.3447148933005675e-7,11.019603463606831,0.5286555533074384,0.00009127225085843854,0.04334547646138369,2.3266473804354225e+25,7.270407394203281e+24
94,13.970000000000022,0.0013979583920404955,94.06879697536469,4.915096274265012,1.579771346257791e-7,11.000450520053533,0.5345409774572499,0.00009127225085843854,0.04334547646138369,2.3185533179178705e+25,7.351347490243334e+24
95,14.120000000000022,0.001521635875344148,93.52647986396333,4.960374571697569,1.8525335633599435e-7,10.97726264348032,0.5402722830083049,0.00009127225085843854,0.04334547646138369,2.3106711546939314e+25,7.430168049293811e+24
96,14.270000000000023,0.00165465981890527,92.94302223284417,5.003874529108399,2.1684989959338564e-7,10.95021740176164,0.5458442499699545,0.00009127225085843854,0.04334547646138369,2.303008093879594e+25,7.506797282723373e+24
97,14.420000000000023,0.001797609583750068,92.3207153547172,5.045557516861124,2.533883919418103e-7,10.919479421808795,0.5512521579447943,0.00009127225085843854,0.04334547646138369,2.2955706063732535e+25,7.581170272624756e+24
98,14.570000000000023,0.0019510917680708297,91.66186484277121,5.085390271122606,2.955705928830187e-7,10.885213577798197,0.5564919375023653,0.00009127225085843854,0.04334547646138369,2.2883642853000663e+25,7.653231053602136e+24
99,14.720000000000024,0.002115740767307881,90.96878377370999,5.1233471989329775,3.4418727971028725e-7,10.84758115006586,0.5615602219083407,0.00009127225085843854,0.04334547646138369,2.28139377071636e+25,7.722933324183786e+24
100,14.870000000000024,0.0022922190355431395,90.2435666703341,5.159407029846105,4.001281025950386e-7,10.80673082423542,0.5664521373481485,0.00009127225085843854,0.04334547646138369,2.2746657739253004e+25,7.790210056571985e+24
101,15.020000000000024,0.0024812183747542392,89.48806243087617,5.193514361936968,4.643925066274209e-7,10.762796042935022,0.571165757479621,0.00009127225085843854,0.04334547646138369,2.268182924386424e+25,7.855034758484067e+24
102,15.170000000000025,0.002683460653124153,88.7039921848494,5.225712689833245,5.381015843227915e-7,10.715881733296705,0.5757014696776297,0.00009127225085843854,0.04334547646138369,2.2619446962118644e+25,7.917412757345642e+24
103,15.320000000000025,0.002899698493034487,87.8925061277403,5.255972768440239,6.225109906626605e-7,10.666069283407975,0.580059218635535,0.00009127225085843854,0.04334547646138369,2.2559511640372266e+25,7.977343292544638e+24
104,15.470000000000026,0.003130715957450686,87.05486765854903,5.2843212595243045,7.19024997274585e-7,10.613441455050003,0.5842404793973297,0.00009127225085843854,0.04334547646138369,2.2502003213287147e+25,8.034846649824173e+24
105,15.620000000000026,0.003377329278542076,86.19244265732353,5.310764976370885,8.292116257412696e-7,10.558079250268133,0.5882447914803894,0.00009127225085843854,0.04334547646138369,2.2446927944386833e+25,8.089916496334307e+24
106,15.770000000000026,0.003640387046453876,85.30637203617286,5.335288108066935,9.548191838368058e-7,10.50004918513795,0.5920749170808728,0.00009127225085843854,0.04334547646138369,2.239424766865662e+25,8.142590819553393e+24
107,15.920000000000027,0.003920771287522193,84.76618821192116,5.35797194279157,0.0000010977943768565214,10.439398671077251,0.5957363559646788,0.00009127225085843854,0.04334547646138369,2.234388702840689e+25,8.192945255759944e+24
108,16.070000000000025,0.004219398342003023,84.38823385656427,5.378833306970645,0.0000012603018554391185,10.37616042208848,0.5992326633882507,0.00009127225085843854,0.04334547646138369,2.229579725818228e+25,8.241028699101645e+24
109,16.220000000000024,0.004537219556211097,84.02373305728781,5.3979017621748,0.0000014447453766190692,10.310364179815776,0.6025675278287971,0.00009127225085843854,0.04334547646138369,2.224992751017863e+25,8.286891875863013e+24
110,16.370000000000022,0.004875221964220568,83.67192402470694,5.415210285380769,0.0000016537906754216025,10.242043390780074,0.6057447092236437,0.00009127225085843854,0.04334547646138369,2.2206226216815027e+25,8.330586495093422e+24
111,16.52000000000002,0.0052344289940474175,83.33189307845569,5.430790291464738,0.0000018903899392073841,10.171234099236235,0.6087683923675771,0.00009127225085843854,0.04334547646138369,2.2164635780883102e+25,8.372170108752362e+24
112,16.67000000000002,0.005615900711994423,83.00264302717086,5.444682129534711,0.000002157807653179547,10.097969401525273,0.6116457892650573,0.00009127225085843854,0.04334547646138369,2.2125057209732054e+25,8.411741900911955e+24
113,16.820000000000018,0.0060207334703302195,82.68339367544269,5.456968518503776,0.0000024596486806519944,10.022279032151474,0.6143818437316444,0.00009127225085843854,0.04334547646138369,2.2087422397494175e+25,8.449369862068063e+24
114,16.970000000000017,0.006450061232968676,82.37322923464757,5.46763461501351,0.0000027998880097669533,9.944195038270754,0.6169790312435657,0.00009127225085843854,0.04334547646138369,2.2051697402906514e+25,8.485088036544185e+24
115,17.120000000000015,0.0069050544395916225,82.07134726872036,5.476735366175266,0.000003182902784478966,9.86375592612826,0.6194423869030129,0.00009127225085843854,0.04334547646138369,2.201781290953814e+25,8.518965670267979e+24
116,17.270000000000014,0.007386921773915955,81.77697751399612,5.484316194524588,0.0000036135071383075298,9.781009845879131,0.6217772077232157,0.00009127225085843854,0.04334547646138369,2.1985696130578435e+25,8.551075611134266e+24
117,17.420000000000012,0.007896910166268468,81.48925158296504,5.490423279389152,0.00000409698799921937,9.696018894879819,0.6239888706658077,0.00009127225085843854,0.04334547646138369,2.1955273233560737e+25,8.581491806539224e+24
118,17.57000000000001,0.008436304303661444,81.20722640764903,5.495103612290051,0.0000046391436746555705,9.60885620116785,0.6260827028842059,0.00009127225085843854,0.04334547646138369,2.1926470865590027e+25,8.610287518884678e+24
119,17.72000000000001,0.009006426871523391,80.93008532792498,5.498403174621592,0.00000524632544277735,9.519611776894237,0.6280638614072295,0.00009127225085843854,0.04334547646138369,2.1899218053235314e+25,8.637533670910799e+24
120,17.870000000000008,0.009608639361850512,80.6571969522571,5.500368404158038,0.000005925476860448181,9.428406500577461,0.6299376803527136,0.00009127225085843854,0.04334547646138369,2.187344145881817e+25,8.663303620798623e+24
121,18.020000000000007,0.010244338441971071,80.38780837910069,5.501050023996643,0.000006684180354524544,9.33537789305905,0.6317098373498427,0.00009127225085843854,0.04334547646138369,2.1849062998498945e+25,8.687675450915615e+24
122,18.170000000000005,0.010914960466189115,80.12120117827877,5.5004997661431325,0.0000075307107215734786,9.240663057711014,0.633391030856272,0.00009127225085843854,0.04334547646138369,2.182593562520825e+25,8.710796293255693e+24
123,18.320000000000004,0.011621981189258264,79.8572706473396,5.498856568334794,0.000008474086792418053,9.144401112516285,0.6349915840607222,0.00009127225085843854,0.04334547646138369,2.1803917439518413e+25,8.732808118875714e+24
124,18.470000000000002,0.012366915212835403,79.59585231985608,5.496138272756835,0.000009524125401905352,9.06769437231901,0.636512083980142,0.00009127225085843854,0.04334547646138369,2.1783000328058642e+25,8.75371900080606e+24
125,18.62,0.013151315562051673,79.33672340265221,5.492315537100256,0.000010691498018064598,9.053072118939129,0.6379545646306268,0.00009127225085843854,0.04334547646138369,2.1763156170490094e+25,8.773556912129732e+24
126,18.77,0.013976773155051692,79.07968283195211,5.487487253794026,0.00001198779194587395,9.03858446020438,0.6393243137879835,0.00009127225085843854,0.04334547646138369,2.174431226166252e+25,8.792394573702649e+24
127,18.919999999999998,0.014844917755407895,78.82452777826599,5.481671881478651,0.000013425553369570375,9.024217336984899,0.6406252199652424,0.00009127225085843854,0.04334547646138369,2.172641525511291e+25,8.810285462829107e+24
128,19.069999999999997,0.015757403062287907,78.57105930999879,5.474924080671499,0.000015018323094529071,9.00995620578942,0.6418622120548062,0.00009127225085843854,0.04334547646138369,2.170939733436178e+25,8.827297364772189e+24
129,19.219999999999995,0.0167159071784928,78.31906179481979,5.467287962181579,0.000016780726344437875,8.995787499675965,0.6430399379411568,0.00009127225085843854,0.04334547646138369,2.169319461227713e+25,8.843494200195374e+24
