upstream_path,upstream_git_blob,imported_git_blob,import_status
gui/objects/Bitmap.cpp,94b5d469590559b072cd564ad6ddad264736611f,,not-imported
gui/objects/Bitmap.h,28bfb75e76a9a9856c0554753409c29bb3c3e195,,not-imported
gui/objects/Camera.cpp,5b518f3f576926b9a89bc0ac26122046e52b49a7,,not-imported
gui/objects/Camera.h,02a5a0f3c8009a940ec46d93f56a3a97415eecb8,,not-imported
gui/objects/Color.h,424fee04eb0fb65486facdddb8fcd66321a96ff9,,not-imported
gui/objects/Colorizer.cpp,4b4a8fcce9dbbd8903afad9667f47e3cb0df47b8,,not-imported
gui/objects/Colorizer.h,8c867ce37dfbc2d5c2e665bde44754f3f8e8bd94,,not-imported
gui/objects/DelayedCallback.h,8df0ccdb4d04c199e93dac502fde6d51b853861f,,not-imported
gui/objects/Filmic.cpp,753c277b221903c3e4d17164f2902fc0e3c0e8da,,not-imported
gui/objects/Filmic.h,38e2f7669d03a62125873a1fca3ce772e2448cb8,,not-imported
gui/objects/GraphicsContext.h,138a73b3a511fe811e0768c8dd250bbb6337dbb8,,not-imported
gui/objects/Movie.cpp,556c5fc3f6f74c1c48f2f8fbd490c5b67c0cb75a,,not-imported
gui/objects/Movie.h,c90e8307db4ad7c59d72a8e7d4d0e0905a9f564b,,not-imported
gui/objects/Palette.cpp,9fac01cfe18295c33ca456a88312fef9771f0673,,not-imported
gui/objects/Palette.h,3c95f4022e026e43abd47cd4bcdafabd71090545,,not-imported
gui/objects/PaletteEntry.cpp,90f65024f318ae6a2adce29966f507066e85cc2d,,not-imported
gui/objects/PaletteEntry.h,0e9179dd541358da3e827c1680d6ab255308dcce,,not-imported
gui/objects/Plots.cpp,1b4395f7127c3e06f06db58efbeaa0ca6fa4ff35,,not-imported
gui/objects/Plots.h,bd7e8ce729cfd53b2455cc9c1b6502e6aa04cb56,,not-imported
gui/objects/Point.h,a587556f540e0a16e6eaa9ddd7603d7971260455,,not-imported
