series,frame,time_year,distance_AU,barycentric_speed_km_s
current,157,1.6796875,1.0000008209493536,29.784622192382813
current,158,1.68359375,1.000000834739521,29.784622192382813
current,159,1.6875,1.0000007842523988,29.784622192382813
current,160,1.69140625,1.0000007776164839,29.784624099731445
current,161,1.6953125,1.0000008058827652,29.784624099731445
current,162,1.69921875,1.0000007845736667,29.784624099731445
current,163,1.703125,1.0000007546572314,29.784624099731445
current,164,1.70703125,1.0000007231410695,29.784624099731445
current,165,1.7109375,1.0000007469169532,29.784626007080078
current,166,1.71484375,1.0000007284068297,29.784626007080078
current,167,1.71875,1.000000683574453,29.784626007080078
current,168,1.72265625,1.0000006971656659,29.784626007080078
current,169,1.7265625,1.0000006800845591,29.78462791442871
current,170,1.73046875,1.0000006552590623,29.78462791442871
current,171,1.734375,1.0000006511487398,29.78462791442871
current,172,1.73828125,1.0000006302274538,29.78462791442871
current,173,1.7421875,1.0000006115941606,29.78462791442871
current,174,1.74609375,1.0000006112122306,29.784629821777344
current,175,1.75,1.0000005798830387,29.784629821777344
current,176,1.75390625,1.0000005828835197,29.784629821777344
current,177,1.7578125,1.0000005609302411,29.784629821777344
current,178,1.76171875,1.0000005690546991,29.784631729125977
current,179,1.765625,1.000000538316768,29.784631729125977
current,180,1.76953125,1.0000005144818536,29.784631729125977
current,181,1.7734375,1.0000004806346026,29.784631729125977
current,182,1.77734375,1.0000004778037623,29.784631729125977
current,183,1.78125,1.0000004828985083,29.78463363647461
current,184,1.78515625,1.000000476232571,29.78463363647461
current,185,1.7890625,1.0000004380764294,29.78463363647461
current,186,1.79296875,1.0000004162178728,29.78463363647461
current,187,1.796875,1.000000394933225,29.784635543823242
current,188,1.80078125,1.0000003850477486,29.784635543823242
current,189,1.8046875,1.0000003757836289,29.784635543823242
current,190,1.80859375,1.0000004073471003,29.784635543823242
current,191,1.8125,1.0000003827379857,29.784635543823242
current,192,1.81640625,1.0000003727078848,29.784637451171875
current,193,1.8203125,1.0000003288165829,29.784637451171875
current,194,1.82421875,1.0000003056363376,29.784637451171875
current,195,1.828125,1.0000003010717078,29.784637451171875
current,196,1.83203125,1.000000323620529,29.784637451171875
current,197,1.8359375,1.0000002890557547,29.784639358520508
current,198,1.83984375,1.000000287415148,29.784639358520508
current,199,1.84375,1.0000002678241446,29.784639358520508
current,200,1.84765625,1.0000002509782664,29.784639358520508
current,201,1.8515625,1.0000002586331689,29.784639358520508
current,202,1.85546875,1.000000233061048,29.78464126586914
current,203,1.859375,1.000000240873432,29.78464126586914
current,204,1.86328125,1.000000177605322,29.78464126586914
current,205,1.8671875,1.0000001758471981,29.78464126586914
current,206,1.87109375,1.000000179037086,29.78464126586914
current,207,1.875,1.000000185620457,29.78464126586914
current,208,1.87890625,1.000000168749193,29.784643173217773
current,209,1.8828125,1.000000163252897,29.784643173217773
current,210,1.88671875,1.0000001314724887,29.784643173217773
current,211,1.890625,1.0000001412617758,29.784643173217773
current,212,1.89453125,1.000000105993819,29.784643173217773
current,213,1.8984375,1.0000001236065272,29.784643173217773
current,214,1.90234375,1.0000000728664395,29.784643173217773
current,215,1.90625,1.0000000905959592,29.784645080566406
current,216,1.91015625,1.0000000784057097,29.784645080566406
current,217,1.9140625,1.0000000735445898,29.784645080566406
current,218,1.91796875,1.000000076401392,29.784645080566406
current,219,1.921875,1.0000000589788995,29.784645080566406
current,220,1.92578125,1.0000000478601823,29.784645080566406
current,221,1.9296875,1.0000000689188784,29.784645080566406
current,222,1.93359375,1.0000000505670792,29.784645080566406
current,223,1.9375,1.000000034711249,29.784645080566406
current,224,1.94140625,1.0000000297711749,29.784645080566406
current,225,1.9453125,1.0000000061029772,29.78464698791504
current,226,1.94921875,1.0000000467470163,29.78464698791504
current,227,1.953125,1.0000000234915878,29.78464698791504
current,228,1.95703125,1.0000000481143816,29.78464698791504
current,229,1.9609375,1.0000000100938387,29.78464698791504
current,230,1.96484375,1.0000000393131647,29.78464698791504
current,231,1.96875,0.99999998253516,29.78464698791504
current,232,1.97265625,0.9999999851492294,29.78464698791504
current,233,1.9765625,1.000000011842133,29.78464698791504
current,234,1.98046875,1.0000000310971981,29.78464698791504
current,235,1.984375,1.0000000102439248,29.78464698791504
current,236,1.98828125,1.0000000310089547,29.78464698791504
current,237,1.9921875,0.9999999952898962,29.78464698791504
current,238,1.99609375,0.9999999778111334,29.78464698791504
current,239,2,0.9999999897078831,29.78464698791504
reference,0,1.06640625,0.578234673541825,43.989620208740234
reference,1,1.0703125,0.5819639291587231,43.765567779541016
reference,2,1.07421875,0.5861224790272899,43.51774215698242
reference,3,1.078125,0.5906889443934927,43.24803161621094
reference,4,1.08203125,0.5956405908964026,42.958377838134766
reference,5,1.0859375,0.6009537865447551,42.650753021240234
reference,6,1.08984375,0.606604328261024,42.32712173461914
reference,7,1.09375,0.6125676103139319,41.98942565917969
reference,8,1.09765625,0.6188189930611717,41.63954544067383
reference,9,1.1015625,0.6253339761819721,41.279300689697266
reference,10,1.10546875,0.6320883606802865,40.91041564941406
reference,11,1.109375,0.6390584940699205,40.53451919555664
reference,12,1.11328125,0.646221226405947,40.153133392333984
reference,13,1.1171875,0.6535543384809849,39.76767349243164
reference,14,1.12109375,0.6610362751843891,39.37944793701172
reference,15,1.125,0.668646466167955,38.989646911621094
reference,16,1.12890625,0.676365274316913,38.59935760498047
reference,17,1.1328125,0.6841739345210143,38.209564208984375
reference,18,1.13671875,0.6920548065725239,37.82115173339844
reference,19,1.140625,0.6999910926768346,37.434913635253906
reference,20,1.14453125,0.7079669704867741,37.051551818847656
reference,21,1.1484375,0.7159676413215832,36.671688079833984
reference,22,1.15234375,0.72397902798595,36.29587173461914
reference,23,1.15625,0.7319882131235347,35.924583435058594
reference,24,1.16015625,0.7399828878316539,35.5582389831543
reference,25,1.1640625,0.7479516024837765,35.19720458984375
reference,26,1.16796875,0.7558837494586801,34.84178924560547
reference,27,1.171875,0.7637694015614139,34.49225616455078
reference,28,1.17578125,0.7715992988027331,34.14883041381836
reference,29,1.1796875,0.7793648955725081,33.81169891357422
reference,30,1.18359375,0.7870581765827199,33.48101806640625
reference,31,1.1875,0.7946717338173666,33.15691375732422
reference,32,1.19140625,0.802198726699453,32.83948516845703
reference,33,1.1953125,0.8096327002603855,32.528812408447266
reference,34,1.19921875,0.8169678889681262,32.22496032714844
reference,35,1.203125,0.8241987117610271,31.927963256835938
reference,36,1.20703125,0.8313201118972188,31.63785743713379
reference,37,1.2109375,0.8383274980655897,31.354652404785156
reference,38,1.21484375,0.8452165138698798,31.078357696533203
reference,39,1.21875,0.8519830652149863,30.8089656829834
reference,40,1.22265625,0.8586235754106544,30.546466827392578
reference,41,1.2265625,0.8651345543295379,30.29084014892578
reference,42,1.23046875,0.8715128361643228,30.042064666748047
reference,43,1.234375,0.8777556049429351,29.80010986328125
reference,44,1.23828125,0.8838600382704227,29.564945220947266
reference,45,1.2421875,0.8898237254520395,29.336532592773438
reference,46,1.24609375,0.8956443778828203,29.114839553833008
reference,47,1.25,0.9013199041232198,28.899826049804688
reference,48,1.25390625,0.9068483236870442,28.691452026367188
reference,49,1.2578125,0.9122278319407069,28.489675521850586
reference,50,1.26171875,0.9174567924785644,28.29446029663086
reference,51,1.265625,0.9225337178027522,28.105762481689453
reference,52,1.26953125,0.9274571453489187,27.92354393005371
reference,53,1.2734375,0.9322258828302615,27.74776268005371
reference,54,1.27734375,0.9368386899693646,27.578384399414063
reference,55,1.28125,0.9412944757928924,27.415367126464844
reference,56,1.28515625,0.9455922017752096,27.25867462158203
reference,57,1.2890625,0.9497309869800992,27.108274459838867
reference,58,1.29296875,0.9537100325145345,26.964128494262695
reference,59,1.296875,0.9575285399312241,26.82620620727539
reference,60,1.30078125,0.9611857671991323,26.694477081298828
reference,61,1.3046875,0.9646810949264515,26.568906784057617
reference,62,1.30859375,0.9680139424222087,26.44947052001953
reference,63,1.3125,0.971183741991791,26.336139678955078
reference,64,1.31640625,0.9741899936837309,26.22888946533203
reference,65,1.3203125,0.9770322558452064,26.127695083618164
reference,66,1.32421875,0.9797101602004706,26.03253173828125
reference,67,1.328125,0.9822233110722011,25.943382263183594
reference,68,1.33203125,0.9845713323206372,25.8602237701416
reference,69,1.3359375,0.9867539873780727,25.78304100036621
reference,70,1.33984375,0.9887709934967139,25.71181297302246
reference,71,1.34375,0.9906220292803617,25.646528244018555
reference,72,1.34765625,0.9923069474474322,25.587169647216797
reference,73,1.3515625,0.9938255395870583,25.53372573852539
reference,74,1.35546875,0.9951775921851129,25.486183166503906
reference,75,1.359375,0.9963630187565244,25.444536209106445
reference,76,1.36328125,0.9973816751417043,25.408771514892578
reference,77,1.3671875,0.9982334238698661,25.37888526916504
reference,78,1.37109375,0.9989182602246095,25.354867935180664
reference,79,1.375,0.9994359512124986,25.33671760559082
reference,80,1.37890625,0.9997866342849031,25.324426651000977
reference,81,1.3828125,0.9999701048935626,25.317996978759766
reference,82,1.38671875,0.9999864711121317,25.31742286682129
reference,83,1.390625,0.999835677931886,25.322708129882813
reference,84,1.39453125,0.9995177454150456,25.333850860595703
reference,85,1.3984375,0.9990327093039114,25.350854873657227
reference,86,1.40234375,0.9983806188841906,25.37372398376465
reference,87,1.40625,0.9975614793833986,25.402462005615234
reference,88,1.41015625,0.9965754858139277,25.437074661254883
reference,89,1.4140625,0.9954226640722251,25.477569580078125
reference,90,1.41796875,0.9941032270387059,25.523958206176758
reference,91,1.421875,0.9926172207529702,25.576244354248047
reference,92,1.42578125,0.9909648030449997,25.634445190429688
reference,93,1.4296875,0.9891462605545221,25.698570251464844
reference,94,1.43359375,0.9871617512702857,25.768632888793945
reference,95,1.4375,0.985011483341034,25.844650268554688
reference,96,1.44140625,0.9826958274845985,25.926637649536133
reference,97,1.4453125,0.9802149692541915,26.01461410522461
reference,98,1.44921875,0.9775692529204998,26.108598709106445
reference,99,1.453125,0.974759135460833,26.20861053466797
reference,100,1.45703125,0.9717849096196512,26.314674377441406
reference,101,1.4609375,0.968647088750029,26.42681312561035
reference,102,1.46484375,0.9653461201017789,26.545053482055664
reference,103,1.46875,0.9618825425785161,26.66942024230957
reference,104,1.47265625,0.9582569382904803,26.799942016601563
reference,105,1.4765625,0.9544699668516887,26.936649322509766
reference,106,1.48046875,0.9505222545412214,27.079574584960938
reference,107,1.484375,0.9464146454573124,27.228748321533203
reference,108,1.48828125,0.9421479202410025,27.384206771850586
reference,109,1.4921875,0.9377230172488269,27.545984268188477
reference,110,1.49609375,0.9331408885386774,27.714115142822266
reference,111,1.5,0.9284025774191462,27.888639450073242
reference,112,1.50390625,0.923509331287653,28.069595336914063
reference,113,1.5078125,0.9184623020250106,28.257022857666016
reference,114,1.51171875,0.9132629884800988,28.450960159301758
reference,115,1.515625,0.9079127616957082,28.651447296142578
reference,116,1.51953125,0.9024133693966102,28.85852813720703
reference,117,1.5234375,0.8967665171890858,29.07223892211914
reference,118,1.52734375,0.8909741261645475,29.29262351989746
reference,119,1.53125,0.885038234844095,29.519716262817383
reference,120,1.53515625,0.8789611169717217,29.753557205200195
reference,121,1.5390625,0.8727452665855409,29.99418067932129
reference,122,1.54296875,0.8663932534679554,30.241619110107422
reference,123,1.546875,0.8599080296378897,30.49590301513672
reference,124,1.55078125,0.8532926076502091,30.757055282592773
reference,125,1.5546875,0.8465504150034111,31.025096893310547
reference,126,1.55859375,0.8396850733725724,31.30004119873047
reference,127,1.5625,0.8327005559536333,31.581892013549805
reference,128,1.56640625,0.8256010534031698,31.870649337768555
reference,129,1.5703125,0.8183912115301617,32.166297912597656
reference,130,1.57421875,0.8110760593489277,32.468814849853516
reference,131,1.578125,0.8036609661977147,32.77815628051758
reference,132,1.58203125,0.7961516932445148,33.09426498413086
reference,133,1.5859375,0.7885545621978065,33.41707229614258
reference,134,1.58984375,0.7808763031901232,33.74647521972656
reference,135,1.59375,0.7731243054763454,34.08235549926758
reference,136,1.59765625,0.765306327246363,34.424564361572266
reference,137,1.6015625,0.7574308575721925,34.772918701171875
reference,138,1.60546875,0.7495070457773811,35.12720489501953
reference,139,1.609375,0.741544670720795,35.487159729003906
reference,140,1.61328125,0.7335542197338554,35.85248947143555
reference,141,1.6171875,0.7255469282880894,36.222843170166016
reference,142,1.62109375,0.7175349257721954,36.597808837890625
reference,143,1.625,0.7095311092800196,36.97692108154297
reference,144,1.62890625,0.7015492242608601,37.35964584350586
reference,145,1.6328125,0.6936040315394542,37.74537658691406
reference,146,1.63671875,0.6857110162217743,38.1334228515625
reference,147,1.640625,0.6778868318982416,38.52301025390625
reference,148,1.64453125,0.6701489896096835,38.91327667236328
reference,149,1.6484375,0.6625160268783127,39.303253173828125
reference,150,1.65234375,0.6550074220109146,39.69187927246094
reference,151,1.65625,0.6476435215469905,40.077980041503906
reference,152,1.66015625,0.6404456908619839,40.460269927978516
reference,153,1.6640625,0.6334360923015123,40.83736038208008
reference,154,1.66796875,0.6266376543564354,41.207740783691406
reference,155,1.671875,0.6200739372426289,41.5698127746582
reference,156,1.67578125,0.6137690275878777,41.92185592651367
reference,157,1.6796875,0.6077474350088754,42.2620849609375
reference,158,1.68359375,0.6020337721618199,42.588619232177734
reference,159,1.6875,0.5966526220292747,42.899532318115234
reference,160,1.69140625,0.5916283430465068,43.1928596496582
reference,161,1.6953125,0.5869846777983347,43.46662521362305
reference,162,1.69921875,0.582744532798522,43.7188835144043
reference,163,1.703125,0.578929720965246,43.947731018066406
reference,164,1.70703125,0.5755604560859523,44.151371002197266
reference,165,1.7109375,0.5726551945190553,44.328125
reference,166,1.71484375,0.5702304612542293,44.476478576660156
reference,167,1.71875,0.5683001706962231,44.595130920410156
reference,168,1.72265625,0.5668756878110406,44.68300247192383
reference,169,1.7265625,0.565965602869413,44.73928451538086
reference,170,1.73046875,0.5655753976509692,44.763450622558594
reference,171,1.734375,0.5657074150263003,44.755271911621094
reference,172,1.73828125,0.5663608195355234,44.71482849121094
reference,173,1.7421875,0.567531790011025,44.64249801635742
reference,174,1.74609375,0.5692131118377352,44.5389518737793
reference,175,1.75,0.5713949313334722,44.4051399230957
reference,176,1.75390625,0.5740643801540382,44.24225616455078
reference,177,1.7578125,0.5772063276220567,44.05171585083008
reference,178,1.76171875,0.5808032351721475,43.835113525390625
reference,179,1.765625,0.5848356348884249,43.59420394897461
reference,180,1.76953125,0.5892825030654456,43.330833435058594
reference,181,1.7734375,0.5941214679375886,43.04693603515625
reference,182,1.77734375,0.599329092277968,42.744476318359375
reference,183,1.78125,0.6048813429772583,42.42542266845703
reference,184,1.78515625,0.6107537219795014,42.091732025146484
reference,185,1.7890625,0.6169215854458123,41.74530029296875
reference,186,1.79296875,0.6233603438021424,41.387969970703125
reference,187,1.796875,0.63004565402543,41.02149200439453
reference,188,1.80078125,0.6369537374830123,40.647525787353516
reference,189,1.8046875,0.6440612685732353,40.26762771606445
reference,190,1.80859375,0.6513457472532477,39.883243560791016
reference,191,1.8125,0.6587854010725701,39.49571228027344
reference,192,1.81640625,0.6663593121054849,39.10626220703125
reference,193,1.8203125,0.6740476613166935,38.71601486206055
reference,194,1.82421875,0.6818313776356864,38.32597732543945
reference,195,1.828125,0.6896924901544849,37.93706512451172
reference,196,1.83203125,0.6976139232324778,37.55009841918945
reference,197,1.8359375,0.7055795286049147,37.16580581665039
reference,198,1.83984375,0.7135743222776648,36.78483581542969
reference,199,1.84375,0.7215838984258117,36.40775680541992
reference,200,1.84765625,0.729595055950802,36.03506851196289
reference,201,1.8515625,0.7375953180784908,35.667205810546875
reference,202,1.85546875,0.7455729540831585,35.30455017089844
reference,203,1.859375,0.753517089350622,34.947425842285156
reference,204,1.86328125,0.7614176656295694,34.596107482910156
reference,205,1.8671875,0.7692651555738897,34.25083541870117
reference,206,1.87109375,0.777050823763324,33.91180419921875
reference,207,1.875,0.7847665142346598,33.57918167114258
reference,208,1.87890625,0.7924046518244411,33.25309753417969
reference,209,1.8828125,0.7999581722922661,32.93366622924805
reference,210,1.88671875,0.807420618013418,32.620967864990234
reference,211,1.890625,0.8147859261028642,32.31507110595703
reference,212,1.89453125,0.8220484888410357,32.016021728515625
reference,213,1.8984375,0.8292031364183865,31.723854064941406
reference,214,1.90234375,0.8362450755422998,31.43858528137207
reference,215,1.90625,0.8431698479361039,31.16022491455078
reference,216,1.91015625,0.8499734369905687,30.888769149780273
reference,217,1.9140625,0.8566519935930804,30.62421226501465
reference,218,1.91796875,0.8632020174566241,30.366533279418945
reference,219,1.921875,0.8696203273344772,30.115713119506836
reference,220,1.92578125,0.8759038830196125,29.871723175048828
reference,221,1.9296875,0.8820499378269064,29.634531021118164
reference,222,1.93359375,0.8880559428681778,29.404104232788086
reference,223,1.9375,0.8939195578144669,29.180408477783203
reference,224,1.94140625,0.8996386663675525,28.963401794433594
reference,225,1.9453125,0.9052112680545487,28.7530460357666
reference,226,1.94921875,0.9106354824759888,28.54930305480957
reference,227,1.953125,0.915909611831346,28.352130889892578
reference,228,1.95703125,0.9210321384103487,28.161487579345703
reference,229,1.9609375,0.9260015964982232,27.977336883544922
reference,230,1.96484375,0.9308166966786413,27.79963493347168
reference,231,1.96875,0.9354762373803217,27.628347396850586
reference,232,1.97265625,0.9399790387159396,27.46343231201172
reference,233,1.9765625,0.9443241205657736,27.304853439331055
reference,234,1.98046875,0.9485105133193188,27.15257453918457
reference,235,1.984375,0.9525373879739062,27.006563186645508
reference,236,1.98828125,0.9564039714455195,26.866785049438477
reference,237,1.9921875,0.9601094458151533,26.733205795288086
reference,238,1.99609375,0.9636532465798081,26.605798721313477
reference,239,2,0.9670347017575772,26.48453140258789
