model,seed,tracer_count,mass_ratio,speed_factor,inclination_deg,initial_offset_kpc,retrograde,duration_myr,frame,time_myr,separation_kpc,primary_rms_kpc,secondary_rms_kpc,primary_outer_fraction,secondary_outer_fraction,centers_energy_normalized_error,centers_angular_normalized_error
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,21,84,49.178704770485666,7.7961628511968435,6.674340602013979,0,0,2.4588789127909967e-9,1.1367431634772508e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,22,88,48.503666468920215,7.79755034672499,6.675759173500758,0,0,2.6731858681287904e-9,1.0555472232288758e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,23,92,47.825026418746724,7.798948312775793,6.677283994929243,0,0,2.902567421012769e-9,8.931553427321256e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,24,96,47.14270239690652,7.800347831706548,6.678921904870294,0,0,3.1483756568752516e-9,1.0555472232288758e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,25,100,46.45660910231428,7.8017407096388975,6.680679023891292,0,0,3.41210644987131e-9,1.1773411336014385e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,26,104,45.7666580066221,7.803119736044825,6.682560394444084,0,0,3.6954231526601415e-9,1.0961451933530633e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,27,108,45.07275719751908,7.804478863864544,6.684569578588339,0,0,4.000175925380915e-9,1.0149492531046883e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,28,112,44.37481121444954,7.8058133040811155,6.686708228291034,0,0,4.328428961222403e-9,9.337533128563131e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,29,116,43.6727208767215,7.807119538477436,6.688975656238679,0,0,4.682483704765927e-9,6.495675219870005e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,30,120,42.96638310409795,7.808395261801601,6.691368449203057,0,0,5.064917627796647e-9,3.2478376099350024e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,31,124,42.25569073012505,7.809639269094748,6.693880178191989,0,0,5.478620176484256e-9,4.465776713660628e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,32,128,41.540532308666464,7.810851305442829,6.696501266888092,0,0,5.926833432948021e-9,4.871756414902504e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,33,132,40.82079191439689,7.812031894494009,6.699219079715495,0,0,6.413207391413314e-9,4.465776713660628e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,34,136,40.09634893838093,7.8131821600484175,6.702018281662538,0,0,6.9418566486834536e-9,4.059797012418753e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,35,140,39.36707788035123,7.814303653807219,6.704881503230452,0,0,7.517432887799125e-9,7.7136143235956305e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,36,144,38.632848139938524,7.815398204059337,6.707790316377426,0,0,8.14519771527663e-9,6.08969551862813e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,37,148,37.893523809938145,7.816467806145947,6.710726493435829,0,0,8.831129677632684e-9,8.931553427321256e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,38,152,37.14896347578571,7.817514585925611,6.713673484679952,0,0,9.582018784790695e-9,6.901654921111881e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,39,156,36.39902002683366,7.818540880048756,6.716618016749016,0,0,1.0405612066697638e-8,1.0961451933530633e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,40,160,35.64354048687684,7.81954948751025,6.719551689045908,0,0,1.1310746872541637e-8,1.0961451933530633e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,41,164,34.882365873807736,7.8205441503881925,6.722472433211581,0,0,1.2307547224860233e-8,9.337533128563131e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,42,168,34.11533110147515,7.821530312985388,6.725385704646378,0,0,1.3407619702210253e-8,6.901654921111881e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,43,172,33.34226494102603,7.822516185127657,6.728305295398528,0,0,1.4624306837326741e-8,4.059797012418753e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,44,176,32.56299006456738,7.8235140983486415,6.73125369312027,0,0,1.597296632653626e-8,4.059797012418753e-17
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,45,180,31.777323201357753,7.824542098699772,6.734261958189997,0,0,1.747132012991818e-8,1.217939103725626e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,46,184,30.98507544655683,7.825625676037049,6.737369146288721,0,0,1.913983126847407e-8,2.841857908693127e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,47,188,30.186052775706834,7.82679949710554,6.740621361257326,0,0,2.1002167601688384e-8,6.901654921111881e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,48,192,29.380056835801426,7.828108996987494,6.744070576017048,0,0,2.308570909528479e-8,3.2478376099350024e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,49,196,28.566886107721043,7.8296116944517005,6.7477733992277305,0,0,2.5422149612388776e-8,-8.119594024837506e-17
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,50,200,27.746337567370855,7.831378130014882,6.751789983020224,0,0,2.8048122630190852e-8,-3.653817311176878e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,51,204,26.918209017453442,7.833492375954912,6.7561832550389065,0,0,3.100588447209885e-8,-2.841857908693127e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,52,208,26.082302323307236,7.836052129969664,6.761018613831986,0,0,3.434396453919974e-8,1.217939103725626e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,53,212,25.238427871667156,7.839168477472641,6.766364156878741,0,0,3.8117717011088505e-8,-4.059797012418753e-17
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,54,216,24.38641069076001,7.842965496504506,6.77229143281933,0,0,4.238958673714561e-8,-3.653817311176878e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,55,220,23.526098838796596,7.847579994228493,6.778876651377614,0,0,4.722876343644475e-8,-4.059797012418753e-17
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,56,224,22.657374907764925,7.853161818024012,6.786202278352636,0,0,5.270969301303392e-8,-4.059797012418753e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,57,228,21.7801718333551,7.859875388311794,6.794359015511194,0,0,5.89085514321589e-8,-2.435878207451252e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,58,232,20.894494699126806,7.867903353181293,6.803448321631979,0,0,6.58960381944823e-8,-1.6239188049675012e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,59,236,20.000450947850574,7.877453523489504,6.81358583436421,0,0,7.372388211803196e-8,-1.6239188049675012e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,60,240,19.09829247730757,7.888770327110885,6.824906191658455,0,0,8.240053350104066e-8,-5.683715817386254e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,61,244,18.188474670551834,7.902151248586897,6.837569575807579,0,0,9.184854561596038e-8,-6.08969551862813e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,62,248,17.271739744124513,7.917964703077939,6.85176926199117,0,0,1.0183125589685343e-7,-7.7136143235956305e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,63,252,16.349235261539622,7.9366504420981006,6.86773630836269,0,0,1.1182876934461357e-7,-5.683715817386254e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,64,256,15.422683770901827,7.958635598926628,6.885729664513482,0,0,1.2083211884164466e-7,-4.871756414902504e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,65,260,14.49462693968465,7.984017694175608,6.905983562769462,0,0,1.2701058024114902e-7,-4.871756414902504e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,66,264,13.568777902192348,8.012005856591534,6.928561578219653,0,0,1.2719659523311012e-7,-2.0298985062093766e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,67,268,12.650528761326953,8.04067298613166,6.953072467849509,0,0,1.1614723121336755e-7,-4.465776713660628e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,68,272,11.747673663061393,8.0672270687671,6.978304759092218,0,0,8.564001752308984e-8,-5.277736116144379e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,69,276,10.871411362748859,8.088292871097465,7.002020474448461,0,0,2.3773822756859608e-8,-5.683715817386254e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,70,280,10.03765553472654,8.10030175192584,7.021228374182403,0,0,-8.442811890601987e-8,-5.277736116144379e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,71,284,9.268537813622348,8.10028784211115,7.032988758497195,0,0,-2.5284075519022917e-7,-5.277736116144379e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,72,288,8.593614674262287,8.08666364381586,7.035459697098902,0,0,-4.836087788116787e-7,-4.465776713660628e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,73,292,8.049578875048603,8.059715378117309,7.0288870964153745,0,0,-7.506260257125294e-7,-4.871756414902504e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,74,296,7.6765075149970246,8.021982622056385,7.0159939030104415,0,0,-9.890394380971923e-7,-5.683715817386254e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,75,300,7.509178388791557,7.978032690655584,7.001475993739649,0,0,-0.0000011135646654466395,-6.08969551862813e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,76,304,7.565559792680379,7.933537283119426,6.991124028654762,0,0,-0.0000010702862856687802,-6.901654921111881e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,77,308,7.839417431186004,7.894423480347464,6.991133183589681,0,0,-8.786421985738849e-7,-6.901654921111881e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,78,312,8.302990575294832,7.866546655029785,7.007649874098332,0,0,-6.156223498242246e-7,-8.525573726079381e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,79,316,8.917473143284417,7.855673372560254,7.0463182243407125,0,0,-3.610870973963796e-7,-1.0555472232288758e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,80,320,9.643714890418,7.867394407428436,7.111753103394353,0,0.0025,-1.6044259904450079e-7,-1.0961451933530633e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,81,324,10.44839368195771,7.906483771095909,7.2070713989221185,0,0.00625,-2.3504426923906276e-8,-9.743512829805008e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,82,328,11.30576498901279,7.975792959511481,7.333658192100425,0,0.01125,5.9543774415682174e-8,-8.931553427321256e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,83,332,12.196996541095972,8.07554538742837,7.491259277569975,0,0.015,1.0399417135832118e-7,-1.0555472232288758e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,84,336,13.108715757964447,8.203516880950074,7.67834046494587,0.00125,0.0175,1.2351463111740836e-7,-1.1367431634772508e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,85,340,14.031572591589144,8.355950300632495,7.8925550688197985,0.0025,0.0275,1.281212972090691e-7,-8.119594024837506e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,86,344,14.959081513504575,8.528593899065218,8.131178391482218,0.00375,0.0325,1.2443059073902392e-7,-7.307634622353756e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,87,348,15.886766055145882,8.71736678131178,8.391441435220834,0.005,0.03875,1.1654058011477058e-7,-6.901654921111881e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,88,352,16.81155183565437,8.918661651592457,8.670753189894121,0.0075,0.04875,1.0687187187511922e-7,-2.841857908693127e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,89,356,17.73134347821724,9.12946074160777,8.966827471279128,0.0125,0.0625,9.679227816715016e-8,-2.0298985062093766e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,90,360,18.64473140385268,9.347344533308561,9.277738317435311,0.0225,0.07375,8.703357020873519e-8,-1.217939103725626e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,91,364,19.550788474101974,9.570426711792164,9.601927444076244,0.02375,0.0825,7.79541649632593e-8,2.841857908693127e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,92,368,20.44892833543615,9.797262225846557,9.938183181336505,0.03,0.09625,6.969929116217652e-8,6.08969551862813e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,93,372,21.33880613450614,10.026761841226115,10.285605153850067,0.0375,0.1125,6.229652323956505e-8,7.307634622353756e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,94,376,22.220248447944336,10.258124406848543,10.643564133337474,0.045,0.1475,5.5711790811147274e-8,8.525573726079381e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,95,380,23.093203482862613,10.49078418118531,11.011662609493321,0.0525,0.17125,4.988164156360658e-8,1.0961451933530633e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,96,384,23.957705447420746,10.724365142662151,11.38969873763243,0.065,0.21,4.473141850633559e-8,6.901654921111881e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,97,388,24.81384890555036,10.95863690935624,11.777634227171918,0.08375,0.24875,4.01851914113729e-8,2.0298985062093766e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,98,392,25.661770222613434,11.193472236450663,12.17556529074153,0.1075,0.305,3.617085765941296e-8,-2.435878207451252e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,99,396,26.501634086181248,11.428809407833361,12.583695152108435,0.1325,0.3425,3.262250673927813e-8,-8.525573726079381e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,100,400,27.33362368579202,11.664623654488771,13.002307398723351,0.1475,0.3675,2.948124750451289e-8,-1.1773411336014385e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,101,404,28.15793354860444,11.900910035316375,13.431742201342447,0.16625,0.39,2.6695195798124995e-8,-1.1773411336014385e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,102,408,28.974764314724197,12.137677882739471,13.87238127978302,0.1775,0.4025,2.4219038607752005e-8,-1.217939103725626e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,103,412,29.7843189368605,12.374955938528755,14.324648956898233,0.1975,0.41125,2.201341801348606e-8,-1.5021248945949386e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,104,416,30.586799930801373,12.612804629692974,14.789031141792597,0.215,0.42375,2.0044260802418922e-8,-1.5427228647191261e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,105,420,31.382407404142487,12.851327752297939,15.266102472680512,0.22875,0.44375,1.828210501883722e-8,-2.0298985062093766e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,106,424,32.17133766310846,13.09067970062472,15.75654196780309,0.235,0.45375,1.6701498290919446e-8,-2.4764761775754394e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,107,428,32.95378224962082,13.331072125564598,16.261112296008278,0.24375,0.45875,1.528044011906704e-8,-1.989300536085189e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,108,432,33.729927298834724,13.57277873395964,16.78057266284774,0.25375,0.46875,1.3999887219126216e-8,-1.908104595836814e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,109,436,34.49995313524833,13.816129153606028,17.31550672531381,0.2625,0.4775,1.2843348674631664e-8,-1.7863106854642513e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,110,440,35.26403404603898,14.061487934136276,17.866114299330242,0.26625,0.48375,1.1796513146863883e-8,-1.9487025659610016e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,111,444,36.022338185512865,14.309225740278945,18.43207867340863,0.2725,0.48875,1.0846943618462342e-8,-1.4209289543465636e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,112,448,36.77502757590828,14.559691473340985,19.01258096106076,0.275,0.49125,9.983799598327513e-9,-1.3397330140981884e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,113,452,37.52225817829419,14.813167595988434,19.60646190583013,0.28625,0.49375,9.197626860078743e-9,-1.3397330140981884e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,114,456,38.26418001370299,15.069773621495607,20.212400441267494,0.2975,0.49875,8.480152248475305e-9,-1.4209289543465636e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,115,460,39.000937319467994,15.329350510728485,20.828925759171316,0.2975,0.50375,7.82412680827707e-9,-1.4209289543465636e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,116,464,39.732668729399016,15.591471728774001,21.454334248867692,0.30375,0.50875,7.223181406223713e-9,-1.4615269244707511e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,117,468,40.459507469215126,15.85566043839296,22.08672783212516,0.305,0.51125,6.6717093428643224e-9,-1.3397330140981884e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,118,472,41.181581560777886,16.121623706089203,22.72414820061006,0.30625,0.51375,6.1647631075400895e-9,-1.6645167750916888e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,119,476,41.89901403029079,16.38930483486658,23.36461341565429,0.31375,0.5175,5.697971876658132e-9,-1.5021248945949386e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,120,480,42.611923116873015,16.6588010774322,24.00605060669766,0.31625,0.52125,5.267460426280634e-9,-1.3397330140981884e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,121,484,43.32042247886711,16.93024361512414,24.646288635077426,0.3175,0.5225,4.869789730882e-9,-1.1773411336014385e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,122,488,44.02462139596861,17.20365401150576,25.28320800785745,0.3175,0.5225,4.501897208527189e-9,-1.3803309842223761e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,123,492,44.72462496582436,17.478797388004775,25.91495616762481,0.3225,0.5225,4.161059712954544e-9,-1.299135043974001e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,124,496,45.420534294172555,17.755138160909517,26.540083403315858,0.3275,0.52375,3.844840968190265e-9,-8.119594024837506e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,125,500,46.112446677923494,18.03200367664657,27.157503895107553,0.33,0.525,3.551057507121455e-9,-1.7051147452158763e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,126,504,46.80045578082661,18.308829929293243,27.766346290381552,0.335,0.525,3.277762878308545e-9,-1.4615269244707511e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,127,508,47.48465180155675,18.58527712727857,28.36583916836573,0.3375,0.525,3.0231995592648955e-9,-1.4209289543465636e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,128,512,48.165121634191955,18.861212642711994,28.955287201906824,0.33875,0.52625,2.7857894098284814e-9,-1.7863106854642513e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,129,516,48.84194902115897,19.136643166163175,29.53413568925659,0.33875,0.52625,2.5641123395726986e-9,-1.7457127153400638e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,130,520,49.515214698798296,19.41160202386008,30.10202662060205,0.34,0.52625,2.3568836787614704e-9,-1.5833208348433138e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,131,524,50.18499653575445,19.68599450830609,30.65877902660148,0.34,0.52625,2.162942215598953e-9,-1.989300536085189e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,132,528,50.851369664434394,19.95948222916904,31.20436539772531,0.34,0.5275,1.981239176356111e-9,-2.1110944464577516e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,133,532,51.514406605801796,20.231555805035686,31.73888145312862,0.34125,0.5275,1.8108236107792272e-9,-1.5833208348433138e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,134,536,52.174177387788966,20.50177995538511,32.262500851760564,0.34125,0.5275,1.6508265399725118e-9,-1.8675066257126262e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,135,540,52.83074965761609,20.76993916722602,32.77541806336369,0.3425,0.5275,1.5004633135902838e-9,-1.6239188049675013e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,136,544,53.48418878830836,21.03600274215102,33.27777635076601,0.3425,0.5275,1.359015930895646e-9,-1.4615269244707511e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,137,548,54.134557979699366,21.300046729863467,33.76964308584065,0.3425,0.5275,1.225831449655766e-9,-1.299135043974001e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,138,552,54.781918354203064,21.562187040607125,34.25105769622834,0.34125,0.5275,1.100311909145325e-9,-1.0961451933530633e-15
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,139,556,55.4263290476291,21.822490674605906,34.72204457465277,0.34375,0.5275,9.81911914024534e-10,-6.08969551862813e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,140,560,56.06784729530666,22.08088837446138,35.18260150554334,0.34375,0.5275,8.701296180790615e-10,-3.653817311176878e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,141,564,56.70652851377109,22.337179463672225,35.632766948534886,0.34375,0.5275,7.645068420796415e-10,-4.059797012418753e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,142,568,57.342426378257265,22.591111775439874,36.072749823344246,0.345,0.5275,6.646232397314376e-10,-6.08969551862813e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,143,572,57.97559289623132,22.84248093227961,36.50296632470104,0.345,0.5275,5.700919368685166e-10,-6.901654921111881e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,144,576,58.60607847718188,23.09120320683143,36.923951596079945,0.345,0.52625,4.805574689106944e-10,-5.277736116144379e-16
galaxy-tidal-restricted-v1,1234,1600,0.6,1,25,18,0,800,145,580,59.233931998879505,23.33728246303999,37.33627732220643,0.34375,0.52625,3.956913611282052e-10,-5.683715817386254e-16
